checkpoint,source_id,source_path,path_exists,needle,needle_found,line_number,note,valid_for_claim,timestamp_utc
4675,SRC4675_10_4268_remainder,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4268_OPEN_BOUNDARY_RESIDUAL_SPLIT_ROWS.csv,True,BRES4268_3_open_radiation,True,5,open radiation retained.,False,2026-07-07T17:26:12.686903+00:00
4675,SRC4675_11_4263_closed,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4263_CLOSED_COLLAR_THEOREM.csv,True,CCT4263_0_poynting_owner,True,2,Poynting counted once.,False,2026-07-07T17:26:12.686903+00:00
4675,SRC4675_12_4312_poynting,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4312_EM_POYNTING_CANCELLATION_THEOREM.csv,True,EC4312_2_once_only,True,4,extra Poynting coefficient zero condition.,False,2026-07-07T17:26:12.686903+00:00
4675,SRC4675_13_4303_visible,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4303_VISIBLE_HILBERT_M_LOCK_SILENCE_THEOREM.csv,True,VHS4303_1_matter_silence,True,3,visible matter m-lock silence.,False,2026-07-07T17:26:12.686903+00:00
4675,SRC4675_14_4303_matrix,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4303_COMPONENT_ZERO_NORM_MATRIX.csv,True,CM4303_2_screened_source,True,4,non-Hilbert screened source survivor.,False,2026-07-07T17:26:12.686903+00:00
4675,SRC4675_15_2158_identity,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_2158_SOURCE_ZERO_IDENTITY.csv,True,SZI2158_2_zero_theorem,True,4,ordinary source-zero theorem.,False,2026-07-07T17:26:12.686903+00:00
4675,SRC4675_16_2158_decomp,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_2158_JX_QBARXT_DECOMPOSITION.csv,True,JQD2158_3_source_weight,True,5,source-weight survivor.,False,2026-07-07T17:26:12.686903+00:00
4675,SRC4675_17_2127_identity,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_2127_INERTIAL_ACTIVE_SOURCE_IDENTITY_ATTEMPT.csv,True,IAS2127_2_classical_rescale_obstruction,True,4,source-weight obstruction.,False,2026-07-07T17:26:12.686903+00:00
4675,SRC4675_18_4301_euler,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4301_EULER_LOCK_DERIVATION.csv,True,EL4301_3_exact_nohair,True,5,positive operator/nohair gate.,False,2026-07-07T17:26:12.686903+00:00
4675,SRC4675_19_1454_readout,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1454_VARIATION_BEFORE_READOUT_THEOREM_ATTEMPT.csv,True,VBR1454_2_post_selector_kill,True,4,variation-before-readout.,False,2026-07-07T17:26:12.686903+00:00
4675,SRC4675_20_1455_projection,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1455_DERIVATIVE_BEFORE_PROJECTION_THEOREM.csv,True,DBP1455_2_projection,True,4,derivative-before-projection.,False,2026-07-07T17:26:12.686903+00:00
