checkpoint,hit_id,source_path,relative_path,line_number,term,snippet,evidence_layer,classification,reason,promotion_value,score_ready,valid_for_claim,timestamp_utc
4751,HIT4751_0056,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\354-PPC4161-cGamma-transition-source-kernel-coefficient-fill-or-metric-null-proof.md,formalization-workbench\354-PPC4161-cGamma-transition-source-kernel-coefficient-fill-or-metric-null-proof.md,75,q_tr,| PLEAK4338_0 | P_nonHilbert_action_domain | P0 | NOT_PARENT_SIGNED | q_tr is not proved to arise inside the same Hilbert action-domain source block | Try q_tr vertical/topological/Hilbert-source proof first; otherwise build finite source row. | False |,formal_workbench,NEGATIVE_SOURCE_EVIDENCE,explicitly says the raw q_tr route is not parent-signed,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0057,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\354-PPC4161-cGamma-transition-source-kernel-coefficient-fill-or-metric-null-proof.md,formalization-workbench\354-PPC4161-cGamma-transition-source-kernel-coefficient-fill-or-metric-null-proof.md,76,q_tr,| PLEAK4338_1 | P_off_worldtube_readout_order | P0 | NOT_PARENT_SIGNED | q_tr is not proved to enter before the same worldtube Hamiltonian mass readout | Prove same-worldtube before-readout ownership or retain leak row. | False |,formal_workbench,NEGATIVE_SOURCE_EVIDENCE,explicitly says the raw q_tr route is not parent-signed,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0041,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\04-variable-audit.csv,formalization-workbench\04-variable-audit.csv,390,q_tr,"metric_response_kernel_theorem_run_20260528_183055,136 metric response kernel theorem; scripts/metric_response_kernel_theorem_gate.py,local_gravity,complete_metric_response_kernel_theorem_gate,Gate testing whether R_loc q_tr=0 is parent-derived.,run artifac...",formal_workbench,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0061,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\589-PPC4161-transition-shell-source-lift-or-Sigma-metric-profile-runner.md,formalization-workbench\589-PPC4161-transition-shell-source-lift-or-Sigma-metric-profile-runner.md,66,Sigma_metric[q_tr],"| 4573 | MTS_R2FR_Y5_TRANSITION_SOURCE_LIFT_SIGMA_METRIC_PROFILE_RUNNER_4573 | 2026-07-06T11:09:08.709184+00:00 | PR4573_0_source_lift_zero | Sigma_metric[q_tr] | Sigma_metric[q_tr] := (2/sqrt(-g_obs)) delta S_tr[q_tr,g_obs]/delta g_obs | MISSING_PARENT_ACT...",formal_workbench,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0062,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\589-PPC4161-transition-shell-source-lift-or-Sigma-metric-profile-runner.md,formalization-workbench\589-PPC4161-transition-shell-source-lift-or-Sigma-metric-profile-runner.md,92,q_tr,"| 4573 | MTS_R2FR_Y5_TRANSITION_SOURCE_LIFT_SIGMA_METRIC_PROFILE_RUNNER_4573 | 2026-07-06T11:09:08.709184+00:00 | IQ4573_0_parent_action | S_tr[q_tr,g_obs] or equivalent tensor source lift | metric variables, connection/coframe dependence, boundary terms, s...",formal_workbench,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0063,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\589-PPC4161-transition-shell-source-lift-or-Sigma-metric-profile-runner.md,formalization-workbench\589-PPC4161-transition-shell-source-lift-or-Sigma-metric-profile-runner.md,93,q_tr,"| 4573 | MTS_R2FR_Y5_TRANSITION_SOURCE_LIFT_SIGMA_METRIC_PROFILE_RUNNER_4573 | 2026-07-06T11:09:08.709184+00:00 | IQ4573_1_projector_theorem | P_metric,loc theorem | parent-defined projector algebra, normalization, covariance, and proof that P_metric,loc q_...",formal_workbench,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0064,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\589-PPC4161-transition-shell-source-lift-or-Sigma-metric-profile-runner.md,formalization-workbench\589-PPC4161-transition-shell-source-lift-or-Sigma-metric-profile-runner.md,95,q_tr,"| 4573 | MTS_R2FR_Y5_TRANSITION_SOURCE_LIFT_SIGMA_METRIC_PROFILE_RUNNER_4573 | 2026-07-06T11:09:08.709184+00:00 | IQ4573_3_hilbert_membership | same-worldtube Hilbert membership certificate for q_tr | same observed metric source action, support inside W_H b...",formal_workbench,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0065,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\590-PPC4161-P-metric-loc-zero-theorem-or-transition-profile-source-pack.md,formalization-workbench\590-PPC4161-P-metric-loc-zero-theorem-or-transition-profile-source-pack.md,74,Sigma_metric[q_tr],"| 4574 | MTS_R2FR_Y5_PMETRIC_LOC_ZERO_THEOREM_OR_PROFILE_SOURCE_PACK_4574 | 2026-07-06T11:16:04.703123+00:00 | SPM4574_2_source_lift | Sigma_metric[q_tr] | (2/sqrt(-g_obs)) delta S_tr[q_tr,g_obs]/delta g_obs | MISSING_PARENT_ACTION_OR_SOURCE_LIFT | metric s...",formal_workbench,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0067,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\591-PPC4161-transition-moment-zero-law-or-first-source-profile-matrix.md,formalization-workbench\591-PPC4161-transition-moment-zero-law-or-first-source-profile-matrix.md,73,q_tr,| 4575 | MTS_R2FR_Y5_TRANSITION_MOMENT_ZERO_LAW_OR_SOURCE_PROFILE_MATRIX_4575 | 2026-07-06T11:22:53.150104+00:00 | SPM4575_1_time | E_tau | Gdot/clock/orbital time drift | M_tau^perp ~ Lie_tau q_tr/M_H_ref | MISSING_PARENT_ZERO_OR_PROFILE_VALUE | Lie_tau q_...,formal_workbench,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0068,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\591-PPC4161-transition-moment-zero-law-or-first-source-profile-matrix.md,formalization-workbench\591-PPC4161-transition-moment-zero-law-or-first-source-profile-matrix.md,75,q_tr,| 4575 | MTS_R2FR_Y5_TRANSITION_MOMENT_ZERO_LAW_OR_SOURCE_PROFILE_MATRIX_4575 | 2026-07-06T11:22:53.150104+00:00 | SPM4575_3_species_frame_source | E_species_frame_source | composition/frame/source-weight residual | M_sfs^perp ~ D_species q_tr + D_frame q_t...,formal_workbench,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0069,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\591-PPC4161-transition-moment-zero-law-or-first-source-profile-matrix.md,formalization-workbench\591-PPC4161-transition-moment-zero-law-or-first-source-profile-matrix.md,76,q_tr,| 4575 | MTS_R2FR_Y5_TRANSITION_MOMENT_ZERO_LAW_OR_SOURCE_PROFILE_MATRIX_4575 | 2026-07-06T11:22:53.150104+00:00 | SPM4575_4_range | E_lambda | finite-range R10/Yukawa residual | M_lambda^perp ~ D_lambda q_tr + q_range_tail | MISSING_PARENT_ZERO_OR_PROFILE_...,formal_workbench,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0070,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\591-PPC4161-transition-moment-zero-law-or-first-source-profile-matrix.md,formalization-workbench\591-PPC4161-transition-moment-zero-law-or-first-source-profile-matrix.md,77,q_tr,| 4575 | MTS_R2FR_Y5_TRANSITION_MOMENT_ZERO_LAW_OR_SOURCE_PROFILE_MATRIX_4575 | 2026-07-06T11:22:53.150104+00:00 | SPM4575_5_nonEH | E_nonEH | non-EH gamma/beta/clock readout | M_nonEH^perp ~ Pi_arena Sigma_nonEH[q_tr] | MISSING_PARENT_ZERO_OR_PROFILE_VALUE...,formal_workbench,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0071,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\593-PPC4161-density-profile-owner-or-DeltaWtr-first-bound.md,formalization-workbench\593-PPC4161-density-profile-owner-or-DeltaWtr-first-bound.md,59,q_tr,| 4577 | MTS_R2FR_Y5_DENSITY_PROFILE_OWNER_OR_DELTAWTR_FIRST_BOUND_4577 | 2026-07-06T11:39:16.563549+00:00 | PDD4577_2_nonHilbert | E_nonHilbert_profile | Delta_nonHilbert[f]=c^2 int_W f rho_nonHilbert dV_H | P_nonHilbert_action_domain q_tr=0 by parent sour...,formal_workbench,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0076,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\runs\20260528-183055-metric-response-kernel-theorem\results\response_chain.csv,formalization-workbench\runs\20260528-183055-metric-response-kernel-theorem\results\response_chain.csv,4,q_tr,"metric_source_lift,Find Sigma_metric^{mu nu}[q_tr] with nabla_mu Sigma_metric^{mu nu} = -q_metric_loc^nu,lifts the exchange current into the metric-source tensor that R_loc can see,missing_parent_map,Many tensors share the same divergence; the lift is non-u...",formal_workbench,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0075,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\runs\20260528-183055-metric-response-kernel-theorem\summary.csv,formalization-workbench\runs\20260528-183055-metric-response-kernel-theorem\summary.csv,2,q_tr,"metric_response_kernel_formal_only_source_lift_missing_parent_theorem_not_derived,next_build_transition_source_lift_action_block_gate,""R_loc can be named formally, but q_tr has no parent-derived metric-source lift and no kernel identity; the next non-cheati...",formal_workbench,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0093,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1375-Y5-R10-RAB-transition-input-row-validator-or-Kconn-first-bound.md,post-checkpoint-work\1375-Y5-R10-RAB-transition-input-row-validator-or-Kconn-first-bound.md,3,Q_tr,"**Current verdict:** 1375 finds no source-ready transition input row. The current transition rows are either missing parent values or explicitly toy/nonclaim, so `Q_alg` and `Q_trans` remain symbolic. No local-GR, PPN, or R10 pass is allowed.",post_checkpoint_doc,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0094,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1375-Y5-R10-RAB-transition-input-row-validator-or-Kconn-first-bound.md,post-checkpoint-work\1375-Y5-R10-RAB-transition-input-row-validator-or-Kconn-first-bound.md,31,Q_tr,"| TVR1375_0_no_missing_parent_inputs | transition parent values | reject if any required Q_alg/Q_trans field is MISSING_PARENT_INPUT or MISSING_* | Q_alg/Q_trans scoring requires parent values for U_B, powers, amplitudes, lengths, A_ref, and limits. | BLOCK...",post_checkpoint_doc,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0095,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1375-Y5-R10-RAB-transition-input-row-validator-or-Kconn-first-bound.md,post-checkpoint-work\1375-Y5-R10-RAB-transition-input-row-validator-or-Kconn-first-bound.md,60,Q_tr,| RUF1375_0_transition_validator | transition_input_rows | validator refuses missing-parent and toy rows before Q_alg/Q_trans scoring | VALIDATOR_READY_NO_SOURCE_READY_ROW | current rows are template_missing_parent_values or toy_strong_support_nonclaim | Fa...,post_checkpoint_doc,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0096,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1376-Y5-R10-RAB-Kconn-operator-norm-fill-or-transition-parent-source-acquisition.md,post-checkpoint-work\1376-Y5-R10-RAB-Kconn-operator-norm-fill-or-transition-parent-source-acquisition.md,49,Q_tr,| TPS1376_0_U_B | U_B | universal local unscreened/support fraction in Q_alg and Q_trans powers | parent transition/no-hair law or universal profile; not an arena-fitted local value | dimensionless; 0<=U_B<=1 or explicitly defined support scalar | MISSING_P...,post_checkpoint_doc,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0097,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1376-Y5-R10-RAB-Kconn-operator-norm-fill-or-transition-parent-source-acquisition.md,post-checkpoint-work\1376-Y5-R10-RAB-Kconn-operator-norm-fill-or-transition-parent-source-acquisition.md,51,Q_tr,| TPS1376_2_pL | pL | m/L drift power in Q_trans | parent drift law for the L-chain/current term | dimensionless exponent | MISSING_PARENT_SOURCE | reject if set only to clear PPN/R10 constraints | source-intake/mts_residuals/P8_Y5_R10_798_TRANSITION_CURREN...,post_checkpoint_doc,MISSING_INPUT_EVIDENCE,source row or action block is absent,blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0058,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\371-PPC4161-transition-shell-same-worldtube-nonHilbert-residue-or-bounded-source-hair.md,formalization-workbench\371-PPC4161-transition-shell-same-worldtube-nonHilbert-residue-or-bounded-source-hair.md,96,q_tr,"| CI4355_0_Khat_Gamma_split | q_tr = -div Delta_K + C_RI + C_conn + B_boundary | P_nonHilbert no longer needs to score standalone D_v Gamma_eff if the Khat/KGamma right-inverse branch is adopted | projected div Delta_K, C_RI, C_conn and boundary terms must ...",formal_workbench,FORMULA_DEFINITION_CAN_LINEARIZE,candidate formula definition; can be linearized into a future J_q attempt,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0100,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\4339-Y5-R2FR-PnonHilbert-and-worldtube-transition-leak-zero-proof-or-bound-runner.md,post-checkpoint-work\4339-Y5-R2FR-PnonHilbert-and-worldtube-transition-leak-zero-proof-or-bound-runner.md,12,q_tr,P_nonHilbert -> D_v q_tr = nabla(D_v Gamma_eff) - div(D_v K_hat) + connection/boundary,post_checkpoint_doc,FORMULA_DEFINITION_CAN_LINEARIZE,candidate formula definition; can be linearized into a future J_q attempt,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0126,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\scripts\Y5_R2FR_4297_qtr_vertical_or_topological_rest_proof_attempt_for_PnonHilbert.py,post-checkpoint-work\scripts\Y5_R2FR_4297_qtr_vertical_or_topological_rest_proof_attempt_for_PnonHilbert.py,150,q_tr,"""variation of q_tr = grad Gamma_eff - div K_hat shows the required clauses: D_v Gamma_eff=0, D_v K_hat=0 """,post_checkpoint_doc,FORMULA_DEFINITION_CAN_LINEARIZE,candidate formula definition; can be linearized into a future J_q attempt,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0127,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\scripts\Y5_R2FR_4339_PnonHilbert_and_worldtube_transition_leak_zero_proof_or_bound_runner.py,post-checkpoint-work\scripts\Y5_R2FR_4339_PnonHilbert_and_worldtube_transition_leak_zero_proof_or_bound_runner.py,629,q_tr,P_nonHilbert -> D_v q_tr = nabla(D_v Gamma_eff) - div(D_v K_hat) + connection/boundary,post_checkpoint_doc,FORMULA_DEFINITION_CAN_LINEARIZE,candidate formula definition; can be linearized into a future J_q attempt,derivation target,False,False,2026-07-08T01:06:38+00:00
