timestamp_utc,branch_id,valid_for_claim,claim_allowed,source_id,source_kind,source_path,path_exists,needles,needle_found,use_in_2110
2026-06-20T18:06:04.758011+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_10_1351_audit,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1351_OWNER_BUNDLE_AUDIT.csv,True,OB1351_0_action_existence; OB1351_7_verdict; OWNER_BUNDLE_NOT_CLOSED,True,"1351 owner-bundle audit lists missing action, Khat, Ploc, Euler and boundary inputs."
2026-06-20T18:06:04.759623+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_11_1351_theorem,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1351_CONDITIONAL_OPERATOR_BUNDLE_THEOREM.csv,True,THM1351_0_define_stress; THM1351_3_verdict; NOT_PARENT_SIGNED_CURRENT_CORPUS,True,1351 theorem shape is mathematically sharp but unsigned.
2026-06-20T18:06:04.762035+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_12_1366_doc,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1366-Y5-R10-RAB-Gamma-eff-scalar-density-definition-hunt-or-q_loc-envelope.md,True,Gamma_eff=L_cg^-2F(m); CLAIM_BLOCKED,True,1366 finds the first useful scalar-density shape but not claim-grade ownership.
2026-06-20T18:06:04.766103+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_13_1366_hunt,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1366_GAMMA_EFF_SCALAR_DENSITY_HUNT_LEDGER.csv,True,HUNT1366_0_memory_scalar_formula_shape; HUNT1366_6_overall; NO_CLAIM_GRADE_SCALAR_DENSITY_FOUND,True,1366 hunt finds formula shape but no claim-grade scalar-density definition.
2026-06-20T18:06:04.767321+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_14_1366_kmatch,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1366_KMETRIC_KHAT_MATCH_LEDGER.csv,True,MATCH1366_3_live_Khat_comparison; MATCH1366_4_acceptance; CLAIM_BLOCKED,True,1366 Kmetric/Khat ledger keeps live Khat comparison missing.
2026-06-20T18:06:04.768166+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_15_1371_doc,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1371-Y5-R10-RAB-fixed-Lcg-parent-action-insertion-or-Cqgamma-norm-bound.md,True,Fixed `L_cg=L0`; Fhat(m;m_*); C_qgamma,True,1371 derives the fixed-L0/double-zero closure branch and symbolic gamma bound lane.
2026-06-20T18:06:04.769541+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_16_1371_action,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1371_FIXED_L0_PARENT_ACTION_INSERTION.csv,True,PAI1371_2_strict_double_zero; PAI1371_5_action_insertion_verdict; CLOSURE_BRANCH_READY_NOT_LIVE_CLAIM,True,1371 action insertion gives real algebraic closure under strict clauses.
2026-06-20T18:06:04.770749+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_17_1371_residual,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1371_LOCAL_RESIDUAL_ZERO_OR_BOUND_LEDGER.csv,True,LRZ1371_3_gradient_source; LRZ1371_4_cdb_terms; LRZ1371_5_memory_stress,True,1371 residual ledger separates closed algebraic chain from open CDB/memory channels.
2026-06-20T18:06:04.773146+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_18_1371_norm,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1371_CQGAMMA_NORM_BOUND_INPUT_TABLE.csv,True,CQN1371_5_qloc_norm; CQN1371_7_pass_threshold; SYMBOLIC_ACCEPTANCE_RULE_READY,True,1371 norm-bound inputs show the gamma lane is symbolic but not numeric.
2026-06-20T18:06:04.808813+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_19_1372_doc,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1372-Y5-R10-RAB-fixed-L0-double-zero-local-residual-theorem-or-Qnorm-bound.md,True,Q_norm <= Q_alg + Q_cdb + Q_mem + Q_bdy + Q_trans + Q_proj; ZERO_THEOREM_NOT_DERIVED,True,1372 tries and fails to close the full local residual theorem.
2026-06-20T18:06:04.811772+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_20_1372_theorem,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1372_LOCAL_RESIDUAL_THEOREM_ATTEMPT.csv,True,LRT1372_0_algebraic_fixed_L0_double_zero; LRT1372_5_zero_theorem_verdict; ZERO_THEOREM_NOT_DERIVED,True,1372 theorem attempt confirms algebraic closure but live CDB/memory/source residuals.
2026-06-20T18:06:04.815970+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_21_1372_qnorm,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1372_QNORM_DECOMPOSITION_BOUND.csv,True,QNB1372_0_total_decomposition; QNB1372_7_no_cancellation_policy; SYMBOLIC_DECOMPOSITION_DERIVED,True,1372 Qnorm table supplies the no-cancellation residual decomposition.
2026-06-20T18:06:04.816987+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_22_1372_feed,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R10_1372_CQGAMMA_RUNNER_FEED.csv,True,QGF1372_1_gamma_bound; SYMBOLIC_CASSINI_BOUND_READY; PROXY_NOT_IMPORTED,True,1372 runner feed gives the symbolic Cassini/gamma formula and rejects old proxy import.
2026-06-20T18:06:04.817981+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_23_1590_doc,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1590-Y5-R2FR-Gamma-Khat-Ploc-owner-bundle-or-cR2-finite-coefficient-row.md,True,fixed `L0`; Q_norm <= Q_alg+Q_cdb+Q_mem+Q_bdy+Q_trans+Q_proj; No R2/fR,True,1590 synthesizes the current best GK owner status.
2026-06-20T18:06:04.824377+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_24_1590_owner,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_1590_OWNER_BUNDLE_SYNTHESIS.csv,True,OBS1590_0_conditional_theorem; OBS1590_5_owner_verdict; OWNER_BUNDLE_NOT_CLOSED_CURRENT_CORPUS,True,1590 owner synthesis says the route guides derivation but cannot promote local GR.
2026-06-20T18:06:04.827031+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_25_1590_fixed,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_1590_FIXED_L0_DOUBLE_ZERO_CONTRACT_GATE.csv,True,FLG1590_0_parent_action_branch; FLG1590_5_verdict; ZERO_THEOREM_NOT_DERIVED,True,1590 fixed-L0 gate keeps algebraic branch nonclaim because cdb/memory residuals survive.
2026-06-20T18:06:04.828638+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,False,False,SRC2110_26_1039_boundary,2110_GK_owner_or_tail_bound,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1039-Y5-R10-boundary-charge-QX-Kboundary-zero-or-beta-bound-first-row.md,True,proper compact representative-X transformations; full_boundary_claim_not_promoted,True,"1039 supplies only a narrow boundary sublemma, not full source/test boundary silence."
