source_id,role,path,needle,exists,needle_found,valid_for_claim,timestamp_utc
SRC3971_10_boundary_alpha3,boundary parent owner audit,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_BOUNDARY_ALPHA3_NOFLUX_THEOREM_ATTEMPT.csv,T5_parent_owner_audit,True,True,False,2026-07-01T15:54:33+00:00
SRC3971_11_boundary_cohom,boundary cohomology verdict,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_BOUNDARY_COHOMOLOGY_NOHAIR_THEOREM_ATTEMPT.csv,BCT549_6_certificate_verdict,True,True,False,2026-07-01T15:54:33+00:00
SRC3971_12_boundary_obstruction,boundary obstruction ledger,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BOUNDARY_REFERENCE_OBSTRUCTION_LEDGER.csv,BRO543_3_projector_stress,True,True,False,2026-07-01T15:54:33+00:00
SRC3971_13_boundary_residual,boundary reference residual,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BOUNDARY_REFERENCE_RESIDUAL_ROW.csv,BRR545_0_boundary_reference_retained,True,True,False,2026-07-01T15:54:33+00:00
SRC3971_14_PV_topological,PiM topological route,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_PiM_projector_variation_stress_CONTRACT.csv,PV1_topological_absolute_charge_route,True,True,False,2026-07-01T15:54:33+00:00
SRC3971_15_PV_boundary,PiM boundary no-hair,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_PiM_projector_variation_stress_CONTRACT.csv,PV3_boundary_only_nohair,True,True,False,2026-07-01T15:54:33+00:00
SRC3971_16_PV_domain,PiM domain variation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_PiM_projector_variation_stress_CONTRACT.csv,PV4_domain_homology_variation_owned,True,True,False,2026-07-01T15:54:33+00:00
SRC3971_17_PV_map,PiM residual map,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_PiM_projector_variation_stress_CONTRACT.csv,PV6_modified_exterior_residual_map,True,True,False,2026-07-01T15:54:33+00:00
SRC3971_18_COM_verdict,PiM commutator verdict,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_PIM_1518_COMMUTATOR_ZERO_AUDIT.csv,COM1518_8_verdict,True,True,False,2026-07-01T15:54:33+00:00
SRC3971_19_FCM_chainmap,PiM fixed chainmap,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_PIM_1518_FIXED_CHAINMAP_CONTRACT.csv,FCM1518_3_chainmap,True,True,False,2026-07-01T15:54:33+00:00
SRC3971_20_PIM_total,PiM total requirement,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_CR11_1516_PIM_EQUALITY_COMMUTATOR_REQUIREMENTS.csv,PIM1516_5_total,True,True,False,2026-07-01T15:54:33+00:00
SRC3971_21_domain_gate,domain projected mass gate,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_SOURCE_DOMAIN_QUOTIENT_2649_QSRC_CLAUSE_GATE.csv,QG2649_4_projected_mass,True,True,False,2026-07-01T15:54:33+00:00
SRC3971_22_domain_constructor,domain spurion/projector gap,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_SOURCE_DOMAIN_QUOTIENT_2649_QSRC_CONSTRUCTOR_ATTEMPT.csv,QSRC2649_4_spurion_and_projector_gap,True,True,False,2026-07-01T15:54:33+00:00
SRC3971_23_localzero_boundary,local zero boundary implication,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_LOCAL_ZERO_BOUNDARY_R11_IMPLICATION_AUDIT.csv,I2_boundary_alpha3_preferred_momentum,True,True,False,2026-07-01T15:54:33+00:00
SRC3971_24_localzero_projector,local zero projector stress,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_LOCAL_ZERO_BOUNDARY_R11_IMPLICATION_AUDIT.csv,I5_projector_stress_Bianchi,True,True,False,2026-07-01T15:54:33+00:00
